utterance,speaker,word_index,word,human_stress,human_correct,ctc_viterbi_primary_probability,ctc_viterbi_canonical_location_correct,ctc_viterbi_stress_latency_ms,mfa_primary_probability,mfa_canonical_location_correct,mfa_stress_latency_ms
010390027,1039,3,INTEREST,10.0,1,0.307,0,35.96775000914931,0.3364,0,36.4722500089556
010390027,1039,6,PUBLIC,10.0,1,0.7028,1,34.78041698690504,0.6488,1,37.2943340044003
010390027,1039,7,INTEREST,10.0,1,0.2839,0,34.7720000136178,0.3566,0,33.95241702673957
010390166,1039,3,RECORD,10.0,1,0.7218,1,54.814792005345225,0.6786,1,40.38983301143162
010390170,1039,0,EASILY,10.0,1,0.5287,1,69.47908300207928,0.5615,1,45.56112497812137
010390170,1039,3,YOUR,10.0,1,1.0,1,28.309708985034376,1.0,1,25.71495799929835
010390216,1039,4,CONCERT,10.0,1,0.7198,1,37.93566700187512,0.7281,1,36.83324999292381
010390244,1039,7,SUMMER,10.0,1,0.7266,1,55.561958986800164,0.7285,1,35.59479198884219
010390269,1039,4,SHARING,10.0,1,0.7169,1,37.219917023321614,0.7222,1,37.177624995820224
010390285,1039,5,EXPRESS,10.0,1,0.6938,1,39.01779098669067,0.7018,1,34.924790990771726
010390303,1039,0,HERE'S,10.0,1,1.0,1,27.45170798152685,1.0,1,25.821083021583036
010390303,1039,4,PIECES,10.0,1,0.7211,1,38.810708007076755,0.7215,1,37.19687499688007
010390341,1039,8,MURDER,10.0,1,0.7279,1,46.6688750020694,0.7267,1,37.1001249877736
010390366,1039,7,PASSIVE,10.0,1,0.7246,1,37.364874995546415,0.7273,1,34.864041983382776
010390366,1039,9,RESIGNED,10.0,1,0.7275,1,38.77208300400525,0.7275,1,38.43379201134667
010460017,1046,2,AWAY,10.0,1,0.4702,0,51.08325000037439,0.5296,1,42.28787502506748
010460017,1046,5,DEER,10.0,1,1.0,1,28.46454200334847,1.0,1,25.6095840013586
010460020,1046,0,PETER,10.0,1,0.7266,1,40.21537501830608,0.7284,1,42.29704200406559
010460020,1046,4,PANDA,10.0,1,0.7294,1,59.104833024321124,0.7298,1,36.47920797811821
010460030,1046,1,ZERO,10.0,1,0.4792,0,41.5447500126902,0.7217,1,43.0367499939166
010460034,1046,3,ZERO,10.0,1,0.7189,1,61.30287499399856,0.7222,1,35.0304169987794
010460041,1046,0,ZERO,10.0,1,0.6219,1,38.264166010776535,0.6519,1,36.316666984930634
010460053,1046,3,SKATING,10.0,1,0.5015,1,38.821207999717444,0.727,1,43.25891699409112
010460061,1046,0,LUCY,10.0,1,0.7265,1,37.56162500940263,0.7283,1,37.55841599195264
010460088,1046,0,LUCY,10.0,1,0.7292,1,41.20791700552218,0.7289,1,40.95920899999328
010460088,1046,3,SWEATER,10.0,1,0.7296,1,52.32587500358932,0.7296,1,39.47145797428675
010460111,1046,0,BILLY,10.0,1,0.7287,1,38.65487498114817,0.7279,1,37.985125003615394
010460111,1046,2,WALKING,10.0,1,0.6786,1,35.676583007443696,0.6909,1,34.58800000953488
010460111,1046,4,BATHROOM,10.0,1,0.7102,1,49.88220799714327,0.7189,1,44.19958300422877
010460114,1046,3,INTO,10.0,1,0.696,1,37.46241598855704,0.6889,1,39.28579101921059
010460120,1046,0,TINA,10.0,1,0.7292,1,36.908957990817726,0.7289,1,39.42474999348633
010460149,1046,3,MOTHER,10.0,1,0.7289,1,36.031374998856336,0.7286,1,37.381374975666404
010460153,1046,0,RELIES,10.0,1,0.4162,0,38.028833019779995,0.7123,1,44.20279202167876
010460155,1046,4,MOTHER,10.0,1,0.7288,1,40.97320800065063,0.7287,1,39.35966599965468
010500012,1050,0,JAYME,10.0,1,0.7293,1,38.461541989818215,0.7285,1,43.22387502179481
010500058,1050,0,MANDY,10.0,1,0.7302,1,40.63379199942574,0.73,1,45.24016598588787
010500058,1050,2,TOFU,10.0,1,0.3668,0,54.8179580073338,0.4717,0,42.45500001707114
010500085,1050,0,TEDDY,10.0,1,0.7293,1,37.588125007459894,0.7267,1,40.68620799807832
010500085,1050,3,BEAUTIFUL,10.0,1,0.5056,1,44.76737498771399,0.4672,1,44.906499999342486
010500090,1050,2,JAYME'S,10.0,1,0.6913,1,36.90966599970125,0.7272,1,49.9247080006171
010500090,1050,3,SNEAKERS,10.0,1,0.7259,1,48.202917008893564,0.728,1,45.198375009931624
010500100,1050,3,TAXI,10.0,1,0.7278,1,52.0964159804862,0.7295,1,38.403250015107915
010500108,1050,0,MANDY,10.0,1,0.73,1,34.98270898126066,0.7297,1,37.367000011727214
010500113,1050,1,TINA,10.0,1,0.7291,1,36.16408398374915,0.7294,1,36.881167005049065
010500131,1050,0,CASEY,10.0,1,0.7278,1,36.87958398950286,0.7261,1,37.032916996395215
010500147,1050,3,TONY,10.0,1,0.7285,1,36.39841699623503,0.7286,1,35.437332990113646
010500149,1050,0,ENDING,10.0,1,0.65,1,57.23491701064631,0.7173,1,41.374332999112085
010500149,1050,5,GOING,10.0,1,0.7294,1,36.844750022282824,0.7291,1,38.04833299363963
010500167,1050,1,SURE,10.0,1,1.0,1,26.947334001306444,1.0,1,30.14524999889545
010610015,1061,0,BILLY,10.0,1,0.7293,1,38.02537498995662,0.7262,1,48.279540991643444
010610015,1061,4,TURKEY,10.0,1,0.7277,1,54.26191701553762,0.7289,1,44.32924999855459
010610024,1061,0,TEDDY,10.0,1,0.7292,1,40.33662501024082,0.7283,1,47.215582977514714
010610024,1061,3,CANADA,10.0,1,0.4817,1,64.23283298499882,0.4674,1,48.9956249948591
010610025,1061,0,LILLY,10.0,1,0.7289,1,39.5824589941185,0.7283,1,43.03575001540594
010610025,1061,2,CHINA,10.0,1,0.7291,1,57.066791981924325,0.729,1,40.62658300972544
010610057,1061,1,LILLY,10.0,1,0.729,1,46.33487501996569,0.7274,1,53.258667001500726
010610067,1061,0,PETER,10.0,1,0.7292,1,41.65258398279548,0.7257,1,43.02158299833536
010610067,1061,3,TURKEY,10.0,1,0.7185,1,56.42041700775735,0.6513,1,78.30604101764038
010610069,1061,0,SANDY,10.0,1,0.7302,1,44.285999989369884,0.7303,1,42.03241699724458
010610087,1061,0,BILLY,10.0,1,0.7289,1,39.36733299633488,0.7284,1,34.23237497918308
010610094,1061,0,MARY,10.0,1,0.6412,1,63.593124999897555,0.7274,1,50.01012497814372
010610094,1061,2,YOUR,10.0,1,1.0,1,28.839707985753193,1.0,1,26.418791007017717
010610113,1061,0,BETTY,10.0,1,0.7288,1,44.86116601037793,0.7283,1,48.6015829956159
010610113,1061,5,OFFICE,10.0,1,0.6782,1,45.257375022629276,0.6787,1,39.941957977134734
010610129,1061,0,DAVID,10.0,1,0.7288,1,48.82741597248241,0.7186,1,41.532333998475224
010610129,1061,3,GARLIC,10.0,1,0.7291,1,41.95670800982043,0.7303,1,35.48208298161626
010610171,1061,3,DOING,10.0,1,0.7148,1,47.37600000225939,0.3391,0,45.99199999938719
010750002,1075,0,DAVID,10.0,1,0.7239,1,49.77483398397453,0.728,1,39.67354100313969
010750010,1075,2,TIGER,10.0,1,0.7287,1,60.17870901268907,0.7289,1,40.86700000334531
010750011,1075,0,TEDDY,10.0,1,0.7288,1,41.12041599000804,0.7273,1,40.407916996628046
010750021,1075,0,LUCY,10.0,1,0.7293,1,37.66475000884384,0.7289,1,40.75716697843745
010750021,1075,4,ZEBRA,10.0,1,0.7171,1,58.3413330023177,0.7288,1,41.25549999298528
010750024,1075,0,SANDY,10.0,1,0.7303,1,37.87120900233276,0.7304,1,38.156667025759816
010750043,1075,1,ZERO,10.0,1,0.7224,1,39.97437498765066,0.7145,1,41.68037499766797
010750060,1075,0,BILLY,10.0,1,0.725,1,54.421500011812896,0.728,1,43.101082992507145
010750062,1075,0,BENNY,10.0,1,0.7288,1,40.68075001123361,0.7291,1,41.6396250075195
010750094,1075,3,TINA'S,10.0,1,0.7071,1,42.28966700611636,0.7284,1,41.74733298714273
010750097,1075,0,MARY,10.0,1,0.7289,1,39.14537499076687,0.729,1,40.22837500087917
010750104,1075,5,TEACHER'S,10.0,1,0.7282,1,36.170250008581206,0.7234,1,35.746874986216426
010750104,1075,6,OFFICE,10.0,1,0.3933,0,39.17562498827465,0.5673,1,39.888458006316796
010750117,1075,0,HONEY,10.0,1,0.7292,1,38.0997079773806,0.7293,1,37.918209010967985
010760002,1076,0,MARY,10.0,1,0.7109,1,54.79008299880661,0.7289,1,44.71558300429024
010760013,1076,0,TIMMY,10.0,1,0.6975,1,55.87174999527633,0.7283,1,47.64699999941513
010760032,1076,0,ZERO,10.0,1,0.7063,1,51.07845799648203,0.7196,1,40.67795799346641
010760046,1076,0,ZERO,10.0,1,0.7276,1,47.834084019996226,0.7228,1,44.55587497795932
010760046,1076,1,ZERO,10.0,1,0.7271,1,43.533457996090874,0.7265,1,48.682125023333356
010760062,1076,0,LOCKING,10.0,1,0.7156,1,56.958583008963615,0.7279,1,42.72608400788158
010760076,1076,2,LILLY'S,10.0,1,0.728,1,37.835000024642795,0.728,1,40.329416980966926
010760079,1076,2,JAYME'S,10.0,1,0.7288,1,39.763250009855255,0.7293,1,39.85712499707006
010760089,1076,0,RARELY,10.0,1,0.7292,1,47.81762501806952,0.7301,1,52.77970799943432
010760111,1076,0,BETTY,10.0,1,0.7285,1,41.134333005174994,0.7284,1,49.00220799027011
010760111,1076,4,MUSIC,10.0,1,0.7299,1,36.12104197964072,0.7297,1,40.80066701862961
010760116,1076,0,MANDY,10.0,1,0.73,1,43.175708007765934,0.7303,1,43.58983400743455
010760116,1076,2,WALKING,10.0,1,0.7199,1,40.929832990514114,0.6442,1,43.58420899370685
010760116,1076,4,NATURE,10.0,1,0.7278,1,42.791334009962156,0.7298,1,43.46370798884891
010760136,1076,0,NEVER,10.0,1,0.7291,1,47.84549999749288,0.7286,1,43.17716698278673
010760162,1076,1,HAPPY,10.0,1,0.729,1,40.2667080052197,0.7289,1,43.59004201251082
010990020,1099,3,ASSURE,10.0,1,0.6583,1,38.338416983606294,0.7102,1,35.447125002974644
010990048,1099,3,ONLY,10.0,1,0.7293,1,35.35258400370367,0.7292,1,35.43150000041351
010990060,1099,0,WEDNESDAY,10.0,1,0.7294,1,36.43158299382776,0.7295,1,37.3911669885274
010990063,1099,5,OURSELVES,10.0,1,0.573,1,44.336582999676466,0.5661,1,48.12562500592321
010990082,1099,6,OTHERS,10.0,1,0.3147,0,38.69349998421967,0.4215,0,37.610083003528416
010990082,1099,7,WOUNDED,10.0,1,0.7272,1,38.57083301409148,0.7291,1,34.428165992721915
010990087,1099,8,CHRISTMAS,10.0,1,0.7287,1,36.94845797144808,0.7283,1,41.73066598013975
010990087,1099,9,SPIRIT,10.0,1,0.7264,1,37.79487501014955,0.7292,1,42.29916600161232
010990139,1099,2,SURE,10.0,1,1.0,1,28.994166990742087,1.0,1,30.64720900147222
010990218,1099,4,GROWING,10.0,1,0.7301,1,38.70595901389606,0.7302,1,39.03508299845271
010990239,1099,3,VERY,10.0,1,0.7286,1,34.884790977230296,0.7281,1,34.26245800801553
010990239,1099,4,CREATIVE,10.0,1,0.5707,1,49.409667000873014,0.5715,1,49.01358301867731
010990279,1099,4,TOMORROW,10.0,1,0.5602,1,47.57183400215581,0.5648,1,46.27424999489449
011090011,1109,3,IMPORTANT,10.0,1,0.2432,0,49.52204198343679,0.2274,0,48.13833298976533
011090020,1109,5,OUR,10.0,1,0.7261,1,49.6038330020383,0.7286,1,48.433166986797005
011090020,1109,6,PROTECTION,10.0,1,0.2811,0,59.962208004435524,0.2162,0,48.314666986698285
011090089,1109,4,WATER,10.0,1,0.7287,1,47.97308301203884,0.7293,1,34.94637500261888
011090140,1109,3,BELIEVE,10.0,1,0.2865,0,36.2000830064062,0.2976,0,38.43745798803866
011090140,1109,9,DIFFERENCE,10.0,1,0.3948,0,36.0454170149751,0.271,0,37.85337498993613
011090154,1109,3,GETTING,10.0,1,0.7262,1,35.73208299349062,0.7286,1,35.76175001217052
011090154,1109,6,CONTROL,5.0,0,0.2773,0,35.42508400278166,0.6605,1,39.877875009551644
011090235,1109,0,SEEING,10.0,1,0.6934,1,39.488666981924325,0.7293,1,37.57799998857081
011090246,1109,4,REMINDING,10.0,1,0.5666,1,51.7036669771187,0.5743,1,47.83724999288097
011090277,1109,3,GOING,10.0,1,0.73,1,35.796457988908514,0.7298,1,35.506167012499645
011090295,1109,0,BECAUSE,10.0,1,0.2993,0,36.56437501194887,0.7182,1,38.35787498974241
011090295,1109,6,OFFER,10.0,1,0.7218,1,50.504833983723074,0.7217,1,44.92362501332536
011090333,1109,0,BEFORE,10.0,1,0.3058,0,43.09925000416115,0.4225,0,40.14579197973944
011090333,1109,5,ANSWER,10.0,1,0.7275,1,41.46841701003723,0.7293,1,40.165500016883016
011090333,1109,8,QUESTION,10.0,1,0.7303,1,35.599666996859014,0.7303,1,35.68404199904762
011090334,1109,4,BELIEVE,10.0,1,0.6944,1,36.1046250036452,0.6837,1,38.1240829883609
011090334,1109,6,SOMETHING,10.0,1,0.7303,1,36.602667008992285,0.7303,1,33.68583298288286
011090335,1109,3,CLEAR,10.0,1,1.0,1,26.53329199529253,1.0,1,29.431667004246265
011090335,1109,4,IDEA,10.0,1,0.574,1,50.97779101924971,0.5738,1,51.320708997081965
011090359,1109,2,BETTER,10.0,1,0.7288,1,37.367832992458716,0.7282,1,34.57995899952948
011090359,1109,6,BEFORE,10.0,1,0.6365,1,45.10679200757295,0.6864,1,38.9635419996921
011090359,1109,7,HAVING,10.0,1,0.7286,1,34.915666008600965,0.7283,1,35.287665989017114
011350001,1135,7,SUCCESS,10.0,1,0.2722,0,39.408415992511436,0.272,0,49.241583998082206
011350026,1135,6,CONCERN,10.0,1,0.2846,0,35.90795898344368,0.276,0,39.447582996217534
011350026,1135,8,ALARM,10.0,1,0.7209,1,41.53533300268464,0.7101,1,37.824291008291766
011350027,1135,0,STARTING,10.0,1,0.7303,1,36.93075000774115,0.7304,1,37.225416977889836
011350064,1135,1,COLLEGE,10.0,1,0.6803,1,39.93100000661798,0.6849,1,39.887749997433275
011350064,1135,5,AWAY,10.0,1,0.7116,1,38.59383301460184,0.6762,1,51.72454100102186
011350116,1135,0,LOOKING,10.0,1,0.7217,1,37.17545801191591,0.727,1,36.52954098652117
011350116,1135,7,MARKETING,10.0,1,0.5393,1,50.846333004301414,0.5563,1,47.05370799638331
011350141,1135,8,WATER,10.0,1,0.7282,1,38.9915420091711,0.727,1,40.283334004925564
011350141,1135,9,LATELY,10.0,1,0.7295,1,64.49908399372362,0.7218,1,78.30112500232644
011350158,1135,4,LATER,10.0,1,0.7291,1,63.23445797897875,0.7294,1,43.21150001487695
011350190,1135,8,DESIGN,10.0,1,0.7296,1,38.6047089996282,0.7275,1,40.50158298923634
011350215,1135,0,SPIRITED,5.0,0,0.5522,1,50.38150001200847,0.2202,0,51.16862498107366
011350215,1135,1,AWAY,10.0,1,0.6205,1,41.58399999141693,0.5935,1,49.05741600668989
011350215,1135,4,MASTERPIECE,10.0,1,0.4633,1,54.21245898469351,0.5539,1,51.783167000394315
011350218,1135,1,READY,10.0,1,0.729,1,39.73725001560524,0.7287,1,39.78266700869426
011350221,1135,1,KIDDING,10.0,1,0.7278,1,38.39862497989088,0.7233,1,40.28124999604188
011350225,1135,2,ONLY,10.0,1,0.7293,1,44.936041987966746,0.7293,1,44.41716699511744
011350249,1135,7,OTHER,10.0,1,0.7129,1,64.00912499520928,0.7211,1,46.661875006975606
011350257,1135,7,YEAR,10.0,1,1.0,1,27.479541982756928,1.0,1,25.773667002795264
011350290,1135,5,OWNER,10.0,1,0.7295,1,45.01612499007024,0.7295,1,44.452541013015434
011350290,1135,6,COMPANY,10.0,1,0.4054,1,71.51616702321917,0.5709,1,54.99058301211335
011350303,1135,0,SUPPORTING,10.0,1,0.2246,0,50.74333300581202,0.2211,0,44.87837498891167
011350303,1135,2,OTHER,10.0,1,0.7252,1,49.20224999659695,0.7254,1,53.89125001966022
011350318,1135,2,ONLY,10.0,1,0.7298,1,45.47170901787467,0.7297,1,44.207500002812594
011350345,1135,3,NOTHING,10.0,1,0.7279,1,40.71254201699048,0.7264,1,39.33295898605138
011350345,1135,4,UNTIL,10.0,1,0.2891,0,39.31283298879862,0.3735,0,40.21979100070894
011350345,1135,6,ENTIRE,10.0,1,0.5727,1,50.797584000974894,0.5741,1,54.53708302229643
011350345,1135,7,AFFAIR,10.0,1,0.7244,1,38.74399999040179,0.7141,1,39.85962501610629
011350345,1135,9,OVER,10.0,1,0.7268,1,66.39112500124611,0.7293,1,47.74816599092446
011350374,1135,3,POLICE,10.0,1,0.2997,0,37.582040997222066,0.3289,0,37.77679201448336
011350374,1135,4,ABOUT,10.0,1,0.7289,1,38.13233398250304,0.7297,1,38.555042003281415
011560005,1156,7,FINANCIAL,10.0,1,0.5497,1,51.294167002197355,0.5607,1,48.211708024609834
011560005,1156,8,STANDPOINT,10.0,1,0.724,1,36.77937499014661,0.7281,1,38.947583991102874
011560058,1156,2,DANGEROUS,10.0,1,0.2163,0,46.274624997749925,0.2164,0,44.90050001186319
011560058,1156,7,DOCTOR,10.0,1,0.7299,1,63.11191600980237,0.7304,1,40.101958002196625
011560063,1156,5,GOING,10.0,1,0.7298,1,34.40775000490248,0.7297,1,34.60945899132639
011560068,1156,3,COOPERATE,10.0,1,0.469,1,55.36066700005904,0.4708,1,48.54054099996574
011560068,1156,6,BENEFIT,10.0,1,0.4696,1,44.43316601100378,0.5423,1,46.04316598852165
011560068,1156,9,SITUATION,10.0,1,0.4237,1,74.09545799600892,0.2616,0,64.71895801951177
011560075,1156,7,BELIEVE,10.0,1,0.7022,1,36.16499999770895,0.706,1,39.356958004646
011560086,1156,8,COLORS,10.0,1,0.7179,1,39.85083298175596,0.7278,1,36.549917014781386
011560100,1156,4,UNDER,10.0,1,0.729,1,39.51879098895006,0.7288,1,38.300583022646606
011560117,1156,1,LATEST,10.0,1,0.7294,1,41.60379199311137,0.7293,1,41.05995799181983
011560117,1156,2,ADDITION,10.0,1,0.5486,1,54.228792025242,0.573,1,42.71650000009686
011560117,1156,5,COLLECTION,10.0,1,0.5673,1,63.07958299294114,0.5638,1,56.088624987751245
011560184,1156,2,TAKING,10.0,1,0.7287,1,36.610292008845136,0.7289,1,34.64062500279397
011560184,1156,8,STORY,10.0,1,0.7299,1,59.48562498087995,0.7301,1,42.424292012583464
011560192,1156,1,GOING,10.0,1,0.7297,1,34.37183299683966,0.7296,1,35.57179099880159
011560192,1156,6,CRAZY,10.0,1,0.73,1,37.354958010837436,0.7302,1,34.95620799367316
011560192,1156,7,MOMENT,10.0,1,0.7283,1,36.50779201416299,0.7235,1,35.51608297857456
011560269,1156,4,SOMETHING,10.0,1,0.7299,1,36.88629201496951,0.7301,1,39.42279098555446
011560275,1156,0,TAKING,10.0,1,0.7277,1,36.09366700402461,0.7293,1,35.70112498709932
011560289,1156,3,GOING,10.0,1,0.7297,1,35.3406670037657,0.7296,1,35.404791007749736
011560289,1156,5,HAPPEN,10.0,1,0.7136,1,36.72600002028048,0.7276,1,35.786874999757856
011560320,1156,2,GOING,10.0,1,0.7298,1,35.5855829839129,0.7298,1,35.0462089991197
011560320,1156,6,USUAL,10.0,1,0.3142,0,47.3252079973463,0.356,0,47.99037499469705
011560353,1156,1,STARED,10.0,1,1.0,1,27.94674999313429,1.0,1,28.425291005987674
011560353,1156,4,BLACKNESS,10.0,1,0.7298,1,39.3502910155803,0.7304,1,37.698542000725865
011560354,1156,7,AFTERWARDS,10.0,1,0.2216,0,72.03520799521357,0.2145,0,55.11329200817272
011810162,1181,0,PLAYERS,10.0,1,0.7035,1,49.84720901120454,0.7302,1,37.669958983315155
011810168,1181,0,BECAUSE,10.0,1,0.2792,0,36.21883399318904,0.3908,0,35.61958300997503
011810173,1181,5,WORKING,10.0,1,0.6837,1,35.163541993824765,0.7203,1,37.191374984104186
011810173,1181,7,REMOVE,10.0,1,0.6913,1,37.4489999958314,0.3228,0,37.661375012248755
011810197,1181,5,CANNOT,10.0,1,0.7151,1,38.790499995229766,0.714,1,42.72670901264064
011810197,1181,8,THEMSELVES,10.0,1,0.6011,1,35.966541996458545,0.3847,0,35.83245899062604
011810206,1181,0,BLESSING,10.0,1,0.7293,1,38.336291996529326,0.7294,1,36.692915979074314
011810213,1181,0,EATING,10.0,1,0.5346,1,59.1539170127362,0.3338,0,38.000417000148445
011810214,1181,4,SUPPOSED,10.0,1,0.723,1,38.765624980442226,0.7277,1,41.10937501536682
011810222,1181,4,PREDICTION,10.0,1,0.3352,0,65.50354100181721,0.3389,0,57.62545802281238
011810246,1181,3,ONLY,10.0,1,0.7298,1,36.12075001001358,0.7299,1,37.7962079946883
011810246,1181,5,HERE,10.0,1,1.0,1,42.94270800892264,1.0,1,30.20254199509509
011810279,1181,5,FOLLOWS,10.0,1,0.2868,0,40.34224999486469,0.3915,0,39.14941698894836
011810280,1181,5,TOGETHER,10.0,1,0.2805,0,68.02274999790825,0.2177,0,52.2723330068402
011810284,1181,6,ANYTHING,10.0,1,0.5339,1,47.35004200483672,0.364,0,64.37525001820177
011810284,1181,9,ATTEND,10.0,1,0.6572,1,40.173167013563216,0.5477,1,34.59575001033954
011810314,1181,5,HEAR,10.0,1,1.0,1,30.07350000552833,1.0,1,29.36316598788835
011810334,1181,2,ADMIT,10.0,1,0.5569,1,37.83295801258646,0.6197,1,41.175082995323464
011810334,1181,5,HIMSELF,10.0,1,0.2744,0,36.23958400567062,0.2728,0,34.79695800342597
011810377,1181,7,EXPECTED,10.0,1,0.5741,1,45.553250005468726,0.5742,1,48.887542012380436
011860256,1186,3,MANY,10.0,1,0.7289,1,44.52416699496098,0.7284,1,52.93054200592451
011860263,1186,0,REWARD,10.0,1,0.3057,0,49.10608401405625,0.3662,0,51.125541009241715
011860264,1186,0,EXCITED,10.0,1,0.5688,1,73.32900000619702,0.5747,1,47.148415993433446
011860264,1186,2,GOING,10.0,1,0.7303,1,35.70020801271312,0.7303,1,34.73520901752636
011860292,1186,4,VERY,10.0,1,0.7262,1,49.2689170059748,0.7282,1,50.88391699246131
011860292,1186,5,COSTLY,10.0,1,0.7299,1,72.75462499819696,0.7301,1,48.05716700502671
011860308,1186,1,WANTED,10.0,1,0.7301,1,39.85383300459944,0.7296,1,41.603917023167014
011860308,1186,6,AFTER,10.0,1,0.4095,0,46.773709007538855,0.7043,1,44.0063749847468
011860317,1186,1,EASY,10.0,1,0.7224,1,62.01504199998453,0.7286,1,44.37783299363218
011860317,1186,2,PREVAIL,10.0,1,0.6338,1,35.5451249924954,0.2716,0,36.22341700247489
011860317,1186,3,SYSTEM,10.0,1,0.6335,1,36.54170798836276,0.6156,1,36.03845799807459
011860359,1186,2,HERE,10.0,1,1.0,1,31.940416985889897,1.0,1,28.071333013940603
011860361,1186,2,NEVER,10.0,1,0.7286,1,39.082166011212394,0.7286,1,40.40570798679255
011860363,1186,0,AM,10.0,1,0.7204,0,57.308082992676646,0.7244,0,36.667458014562726
011860363,1186,2,NEVER,10.0,1,0.729,1,38.16587498295121,0.7288,1,37.64404100365937
011860363,1186,5,ALLOWED,10.0,1,0.7287,1,43.47512498497963,0.7257,1,37.10070898523554
011860363,1186,8,ANYTHING,10.0,1,0.492,1,48.53679199004546,0.4006,1,46.82829199009575
012280016,1228,0,REALITY,5.0,0,0.4426,1,59.4706250121817,0.4499,1,51.57270800555125
012280016,1228,4,DRAMATIC,5.0,0,0.2926,0,47.3119999805931,0.3623,0,45.130709011573344
012280033,1228,7,OUR,10.0,1,0.7295,1,45.90658299275674,0.7295,1,47.513166995486245
012280053,1228,2,EXPECTED,10.0,1,0.5694,1,49.050208006519824,0.5707,1,53.13445799401961
012280053,1228,7,IDEA,10.0,1,0.5728,1,46.368417009944096,0.5702,1,52.55612498149276
012280053,1228,8,AGAIN,10.0,1,0.3221,0,39.52337498776615,0.5891,1,40.11375000118278
012280054,1228,2,ONLY,10.0,1,0.7294,1,51.91937499330379,0.7289,1,42.56020800676197
012280054,1228,7,SECOND,10.0,1,0.725,1,36.21262501110323,0.7141,1,37.72012499393895
012280173,1228,0,ALREADY,10.0,1,0.5559,1,71.60816600662656,0.5711,1,47.18408299959265
012280201,1228,2,MORNING,10.0,1,0.729,1,36.32270800881088,0.7286,1,35.901666997233406
012280201,1228,7,AFTERNOON,10.0,1,0.2302,0,46.27995900227688,0.2286,0,47.357667004689574
012280206,1228,7,YEAR,10.0,1,1.0,1,27.160917001310736,1.0,1,26.011417008703575
012280243,1228,2,INTERESTING,10.0,1,0.3407,0,45.75491702416912,0.3988,1,48.16550001851283
012280243,1228,5,ANOTHER,10.0,1,0.5473,1,46.91529099363834,0.338,0,48.10975000145845
012280261,1228,2,SUPPOSED,10.0,1,0.305,0,37.453083001310006,0.5892,1,42.38475000602193
012280261,1228,6,SURPRISE,10.0,1,0.6608,1,38.788124977145344,0.4827,0,41.02112501277588
012280262,1228,2,ALLOWED,10.0,1,0.7277,1,40.48120800871402,0.7294,1,30.75574999093078
012280262,1228,5,ANGRY,10.0,1,0.7191,1,58.258375007426366,0.7282,1,38.95570800523274
012280288,1228,3,ORIGINAL,10.0,1,0.4691,1,57.81945801572874,0.4652,1,59.06408402370289
012280308,1228,0,EXISTENCE,10.0,1,0.3399,0,64.40262502292171,0.5638,1,48.85858402121812
012280308,1228,3,BETTER,10.0,1,0.7289,1,42.245416989317164,0.7291,1,41.733749996637926
012280308,1228,5,EVERY,10.0,1,0.7289,1,39.07254201476462,0.7288,1,36.75333401770331
012280343,1228,2,DEPEND,10.0,1,0.3372,0,35.123499983455986,0.3933,0,35.425041016424075
012920007,1292,5,COMMENTS,5.0,0,0.484,0,37.40779199870303,0.4179,0,38.62466698046774
012920027,1292,7,CONCEPT,10.0,1,0.7289,1,39.267166022909805,0.7285,1,38.247875025263056
012920062,1292,1,NOTHING,10.0,1,0.7273,1,37.8106250136625,0.7257,1,36.691957997391
012920073,1292,2,MONEY,10.0,1,0.7277,1,37.966958014294505,0.7288,1,40.32212498714216
012920073,1292,4,CHRISTMAS,10.0,1,0.7222,1,33.65674999076873,0.7284,1,34.51354100252502
012920085,1292,4,BETTER,10.0,1,0.7283,1,37.51212501083501,0.7279,1,38.081916980445385
012920143,1292,4,AGAIN,10.0,1,0.7215,1,38.403208018280566,0.726,1,38.83570901234634
012920146,1292,6,VOTED,10.0,1,0.7296,1,39.105167001252994,0.7283,1,41.564749990357086
012920155,1292,4,COPY,10.0,1,0.7262,1,40.200416988227516,0.7272,1,39.16562499944121
012920158,1292,4,HERE,10.0,1,1.0,1,33.4062080073636,1.0,1,32.92004199465737
012920158,1292,5,AGAIN,10.0,1,0.3083,0,38.48225000547245,0.6617,1,36.37083401554264
012920214,1292,0,SOMETIMES,10.0,1,0.2759,0,37.18058398226276,0.2702,0,38.1907080009114
012920254,1292,0,LISTENING,10.0,1,0.7177,1,39.72375000012107,0.5921,1,37.9964169987943
012920254,1292,5,PUBLIC,10.0,1,0.698,1,41.00900000776164,0.7045,1,39.82579201692715
012920259,1292,0,ALSO,10.0,1,0.687,1,65.9543749934528,0.5684,1,40.30616700765677
012920259,1292,4,SPONSORS,10.0,1,0.7292,1,38.542458991287276,0.7303,1,38.370124995708466
012920268,1292,1,NEVER,10.0,1,0.727,1,36.51808301219717,0.7277,1,37.966332980431616
012920268,1292,6,GOING,10.0,1,0.7298,1,35.133833007421345,0.7299,1,34.93195798364468
012920268,1292,8,IMPACT,10.0,1,0.6656,1,36.03712498443201,0.6746,1,38.45804202137515
012920299,1292,0,AWARDED,10.0,1,0.5493,1,71.0600420134142,0.5482,1,46.16283398354426
012920299,1292,3,PICTURE,10.0,1,0.7301,1,38.34774999995716,0.7298,1,36.88150001107715
012920299,1292,6,YEAR,10.0,1,1.0,1,28.76858299714513,1.0,1,27.073375007603317
