split,utterance,canonical_phones,mfa_phones,matched_phones
train,022820357,20,20,19
train,023800015,18,17,15
train,023800042,29,29,28
train,023800056,20,20,20
train,023800093,24,24,23
train,023800114,35,37,33
train,023800124,23,25,21
train,023800160,16,16,14
train,023800186,16,16,15
train,023800242,23,25,23
train,023800260,21,21,20
train,023800277,15,16,15
train,023800278,33,34,32
train,023800280,17,17,17
train,023800298,23,23,22
train,023800326,23,23,20
train,023800330,34,35,32
train,023800338,25,25,25
train,023800352,20,21,20
train,023800363,18,20,18
train,023800368,16,16,16
train,024020047,22,23,20
train,024020051,29,29,29
train,024020053,15,15,13
train,024020069,30,31,30
train,024020084,17,17,15
train,024020142,38,38,36
train,024020158,21,21,17
train,024020175,20,20,16
train,024020176,25,26,24
train,024020205,14,14,14
train,024020233,24,24,24
train,024020238,22,22,20
train,024020253,33,36,30
train,024020256,15,15,15
train,024020260,22,21,21
train,024020265,14,14,14
train,024020291,29,30,27
train,024020321,13,13,12
train,024020328,38,37,37
train,024020337,26,26,24
train,024270011,28,31,27
train,024270019,21,22,19
train,024270028,30,30,30
train,024270051,22,23,20
train,024270053,16,17,16
train,024270057,21,21,21
train,024270077,12,12,12
train,024270127,17,17,15
train,024270155,20,20,19
train,024270168,16,17,15
train,024270176,20,21,19
train,024270178,16,16,15
train,024270183,22,22,21
train,024270197,20,21,20
train,024270206,20,21,18
train,024270245,23,24,22
train,024270270,23,23,22
train,024270292,19,20,19
train,024270313,13,13,12
train,024270336,13,13,13
train,024300001,21,21,20
train,024300052,23,23,22
train,024300061,15,15,14
train,024300063,19,19,18
train,024300065,28,28,25
train,024300068,35,36,34
train,024300080,10,9,8
train,024300082,30,31,29
train,024300093,31,31,29
train,024300099,22,22,20
train,024300118,22,22,22
train,024300131,19,19,18
train,024300132,23,24,21
train,024300135,26,26,24
train,024300189,19,19,18
train,024300221,14,14,14
train,024300270,14,14,13
train,024300330,18,18,17
train,024300345,20,20,19
train,024300360,21,20,18
train,024500006,17,17,17
train,024500021,34,34,31
train,024500033,19,20,19
train,024500095,22,22,22
train,024500126,13,13,12
train,024500139,13,13,13
train,024500141,19,19,19
train,024500147,22,21,20
train,024500151,18,19,17
train,024500156,15,16,14
train,024500164,15,16,14
train,024500228,23,25,23
train,024500250,20,20,19
train,024500268,24,24,21
train,024500284,27,26,25
train,024500317,17,17,17
train,024500327,14,15,13
train,024500333,14,15,14
train,024500350,19,19,15
train,024500363,24,24,24
train,026210005,20,20,19
train,026210047,31,31,30
train,026210096,17,18,16
train,026210123,26,26,23
train,026210132,21,20,20
train,026210135,14,14,13
train,026210136,16,16,16
train,026210141,19,20,18
train,026210157,25,26,25
train,026210177,18,18,17
train,026210185,18,18,18
train,026210203,22,22,21
train,026210213,15,15,14
train,026210220,25,26,24
train,026210231,12,12,12
train,026210242,16,17,16
train,026210262,19,20,19
train,026210287,24,24,24
train,026210299,20,20,17
train,026210302,13,13,13
train,027990028,25,25,25
train,027990046,14,14,14
train,027990056,29,30,27
train,027990059,18,20,18
train,027990066,24,23,23
train,027990153,13,13,13
train,027990156,30,30,26
train,027990160,19,19,18
train,027990162,28,29,27
train,027990167,17,18,17
train,027990201,20,21,19
train,027990232,18,18,17
train,027990242,16,17,15
train,027990247,23,24,23
train,027990264,26,26,23
train,027990309,13,13,13
train,027990328,24,24,23
train,027990330,23,25,22
train,027990341,23,25,21
train,027990358,27,27,23
train,029810020,18,18,17
train,029810027,29,32,28
train,029810135,22,23,20
train,029810139,18,19,18
train,029810147,15,16,14
train,029810158,16,16,16
train,029810200,15,14,12
train,029810204,17,17,16
train,029810216,13,13,13
train,029810221,22,23,21
train,029810234,28,30,26
train,029810235,28,29,25
train,029810243,16,16,13
train,029810283,17,17,16
train,029810294,20,21,20
train,029810301,15,15,14
train,029810315,20,21,18
train,029810349,18,19,18
train,029810350,32,31,30
train,029810360,10,12,9
train,030020008,13,13,11
train,030020012,15,16,13
train,030020022,11,11,8
train,030020047,15,15,15
train,030020048,16,15,12
train,030020065,11,11,11
train,030020077,10,10,10
train,030020092,15,15,13
train,030020100,16,17,15
train,030020112,10,10,9
train,030020117,13,13,13
train,030020126,22,24,19
train,030020136,14,14,13
train,030020138,11,11,11
train,030020144,14,14,14
train,030020152,10,10,10
train,030020159,12,12,11
train,030020161,14,14,14
train,030020162,20,20,19
train,030020172,13,13,13
train,030200005,27,27,24
train,030200011,15,15,14
train,030200016,11,11,10
train,030200018,14,14,12
train,030200019,16,16,15
train,030200021,22,23,22
train,030200037,16,16,14
train,030200041,14,14,13
train,030200049,10,11,10
train,030200057,14,14,13
train,030200076,10,10,8
train,030200078,22,23,22
train,030200087,15,15,14
train,030200101,14,14,14
train,030200105,15,15,13
train,030200108,16,16,13
train,030200137,15,15,13
train,030200151,13,13,13
train,030200153,22,23,21
train,030200164,18,18,16
train,030210005,15,16,12
train,030210032,13,14,12
train,030210041,17,17,14
train,030210042,18,18,18
train,030210044,13,13,10
train,030210045,9,10,9
train,030210047,16,16,15
train,030210050,11,11,10
train,030210060,19,19,19
train,030210074,13,13,13
train,030210079,19,19,16
train,030210082,13,13,13
train,030210118,14,14,13
train,030210123,11,11,11
train,030210137,12,12,12
train,030210143,15,16,15
train,030210152,28,28,28
train,030210164,22,22,21
train,030210165,15,15,14
train,030210175,14,15,14
train,030230003,22,22,19
train,030230018,18,19,15
train,030230056,17,18,16
train,030230060,38,38,33
train,030230086,17,17,16
train,030230092,31,31,25
train,030230119,27,27,26
train,030230170,22,23,22
train,030230182,17,18,15
train,030230194,20,21,19
train,030230209,17,17,17
train,030230253,17,17,17
train,030230260,28,28,26
train,030230276,19,20,17
train,030230280,21,22,18
train,030230311,14,15,13
train,030230330,24,24,24
train,030230336,18,18,17
train,030230340,25,25,22
train,030230374,21,22,19
train,030460032,12,12,12
train,030460038,24,27,22
train,030460048,19,19,19
train,030460051,14,14,13
train,030460052,16,17,15
train,030460071,15,16,14
train,030460085,9,9,9
train,030460097,25,25,24
train,030460106,9,10,8
train,030460110,14,14,12
train,030460114,15,15,15
train,030460126,11,11,11
train,030460133,17,17,15
train,030460142,21,22,21
train,030460146,20,20,18
train,030460147,24,24,24
train,030460157,19,20,19
train,030460158,15,15,15
train,030460160,18,18,16
train,030460163,11,11,10
train,030490010,22,23,21
train,030490013,16,15,14
train,030490029,11,11,10
train,030490040,21,21,17
train,030490055,23,25,19
train,030490062,12,13,12
train,030490063,15,16,14
train,030490071,17,17,16
train,030490076,16,16,14
train,030490078,15,15,15
train,030490095,22,22,20
train,030490126,12,12,12
train,030490127,22,22,20
train,030490130,11,11,10
train,030490138,17,17,16
train,030490140,16,18,15
train,030490142,13,13,12
train,030490166,20,20,19
train,030490168,9,9,9
train,030490170,17,17,15
train,030680003,20,21,19
train,030680005,16,17,15
train,030680009,13,14,12
train,030680016,18,19,17
train,030680027,15,15,14
train,030680034,9,9,9
train,030680037,12,12,10
train,030680045,17,17,16
train,030680054,18,18,16
train,030680056,12,12,12
train,030680072,13,13,11
train,030680075,17,17,14
train,030680090,16,16,16
train,030680092,14,15,12
train,030680097,11,11,11
train,030680105,10,10,10
train,030680114,16,16,15
train,030680119,13,13,13
train,030680140,7,7,7
train,030680162,19,19,16
train,030830001,20,20,18
train,030830004,9,9,9
train,030830013,27,28,27
train,030830021,21,22,20
train,030830030,10,10,10
train,030830033,22,22,21
train,030830043,11,11,9
train,030830069,13,13,13
train,030830074,14,14,14
train,030830093,13,14,12
train,030830094,11,11,11
train,030830102,16,16,16
train,030830116,13,13,13
train,030830118,23,23,23
train,030830124,26,27,25
train,030830129,15,16,14
train,030830135,10,10,10
train,030830147,14,15,14
train,030830154,12,12,11
train,030830169,11,11,11
train,030880003,14,14,14
train,030880015,10,10,10
train,030880018,15,15,14
train,030880019,12,12,11
train,030880025,18,18,18
train,030880041,29,29,26
train,030880049,19,19,18
train,030880057,16,16,15
train,030880058,14,14,13
train,030880067,16,17,16
train,030880086,11,11,9
train,030880092,10,10,10
train,030880096,16,17,14
train,030880099,14,14,13
train,030880105,9,9,9
train,030880123,12,12,12
train,030880131,17,17,17
train,030880146,11,11,11
train,030880172,10,10,8
train,030880173,12,12,10
train,032080019,9,9,9
train,032080038,15,15,14
train,032080043,14,14,11
train,032080056,8,8,7
train,032080058,10,11,10
train,032080071,15,15,14
train,032080078,18,18,17
train,032080079,23,22,19
train,032080083,22,22,20
train,032080088,13,14,13
train,032080092,20,20,19
train,032080093,19,19,18
train,032080099,11,12,10
train,032080103,13,13,13
train,032080110,17,17,15
train,032080119,23,23,20
train,032080132,14,14,14
train,032080145,19,20,17
train,032080150,15,15,15
train,032080161,13,13,13
train,034230011,11,12,11
train,034230034,14,14,14
train,034230035,11,11,11
train,034230043,14,14,14
train,034230051,23,24,23
train,034230058,14,15,14
train,034230063,20,20,19
train,034230072,11,11,10
train,034230079,12,12,12
train,034230081,11,11,11
train,034230083,10,10,9
train,034230085,12,12,12
train,034230108,15,15,12
train,034230112,14,14,12
train,034230115,15,16,15
train,034230123,16,17,12
train,034230141,25,25,24
train,034230154,15,15,15
train,034230164,18,19,18
train,034230168,11,11,11
train,036360016,12,12,12
train,036360027,9,9,9
train,036360029,17,18,15
train,036360032,16,16,16
train,036360033,17,19,16
train,036360034,9,9,9
train,036360044,27,28,26
train,036360055,12,12,12
train,036360061,16,16,14
train,036360062,14,15,12
train,036360071,22,23,22
train,036360106,19,19,18
train,036360111,28,30,28
train,036360114,11,12,11
train,036360142,19,19,17
train,036360151,17,17,17
train,036360154,12,12,11
train,036360160,16,17,16
train,036360167,17,17,15
train,036360174,11,11,10
train,038370004,21,22,20
train,038370013,14,14,13
train,038370019,18,18,18
train,038370045,12,13,11
train,038370052,11,11,11
train,038370056,15,15,15
train,038370060,12,13,12
train,038370061,17,17,16
train,038370068,19,21,19
train,038370070,12,12,12
train,038370081,10,10,9
train,038370097,11,11,10
train,038370105,10,10,10
train,038370107,14,14,12
train,038370128,14,14,13
train,038370142,20,21,20
train,038370153,23,23,21
train,038370160,10,10,10
train,038370167,20,20,17
train,038370170,12,13,10
train,040050015,21,21,20
train,040050041,39,39,37
train,040050060,29,30,26
train,040050071,20,21,19
train,040050094,20,20,17
train,040050107,26,24,22
train,040050110,14,14,14
train,040050125,19,21,19
train,040050142,22,22,20
train,040050180,34,34,32
train,040050183,12,12,12
train,040050203,14,14,13
train,040050205,18,18,18
train,040050255,14,14,13
train,040050264,14,14,13
train,040050271,17,17,16
train,040050281,21,21,18
train,040050295,17,19,16
train,040050306,14,15,14
train,040050358,17,17,16
train,051950005,18,18,17
train,051950011,20,20,20
train,051950018,28,28,28
train,051950025,13,13,13
train,051950032,15,16,15
train,051950033,32,31,27
train,051950038,16,16,16
train,051950044,14,14,14
train,051950050,15,15,14
train,051950051,16,17,15
train,051950067,26,26,25
train,051950075,22,22,19
train,051950086,15,16,15
train,051950088,14,14,13
train,051950096,19,19,19
train,051950138,17,17,15
train,051950154,18,18,16
train,051950163,14,15,14
train,051950164,21,20,20
train,051950170,27,26,25
train,052180017,14,14,13
train,052180027,9,9,9
train,052180028,22,22,21
train,052180037,18,18,17
train,052180041,18,18,18
train,052180042,23,23,22
train,052180046,10,10,10
train,052180068,15,15,15
train,052180084,10,10,9
train,052180090,9,10,9
train,052180093,24,24,21
train,052180098,17,17,17
train,052180104,30,32,29
train,052180112,31,31,29
train,052180117,17,18,16
train,052180124,29,31,28
train,052180137,23,23,21
train,052180143,24,24,24
train,052180146,18,18,16
train,052180160,20,21,20
train,054010004,26,27,23
train,054010009,23,22,21
train,054010014,11,11,11
train,054010032,15,15,14
train,054010046,13,13,13
train,054010051,13,13,13
train,054010055,12,12,11
train,054010061,12,12,10
train,054010072,10,10,9
train,054010079,26,26,25
train,054010091,20,20,18
train,054010095,19,20,19
train,054010105,15,15,15
train,054010107,21,21,21
train,054010123,12,13,10
train,054010130,11,11,11
train,054010136,25,27,23
train,054010148,12,12,12
train,054010155,11,13,10
train,054010165,21,21,21
train,054080004,20,20,20
train,054080008,18,18,18
train,054080011,14,14,14
train,054080019,15,16,13
train,054080021,16,16,14
train,054080033,16,16,15
train,054080035,27,28,27
train,054080042,20,22,19
train,054080065,15,15,15
train,054080081,31,32,30
train,054080109,25,27,25
train,054080123,12,12,12
train,054080138,17,18,17
train,054080150,17,17,17
train,054080151,21,18,17
train,054080154,21,22,20
train,054080163,25,25,25
train,054080165,22,23,21
train,054080167,24,24,22
train,054080174,22,21,19
train,054140003,13,13,12
train,054140010,23,23,22
train,054140015,10,10,10
train,054140019,11,12,10
train,054140021,16,16,15
train,054140039,11,11,11
train,054140051,14,14,14
train,054140057,14,14,14
train,054140077,30,31,29
train,054140098,19,19,17
train,054140104,14,15,13
train,054140106,10,10,10
train,054140113,12,12,10
train,054140115,15,15,14
train,054140118,19,19,18
train,054140119,11,12,11
train,054140122,15,15,13
train,054140127,19,20,17
train,054140154,14,16,14
train,054140158,22,22,22
train,054180014,15,15,15
train,054180015,12,12,12
train,054180021,24,26,23
train,054180022,25,22,21
train,054180029,18,19,18
train,054180033,14,14,14
train,054180059,14,14,13
train,054180063,13,13,13
train,054180075,10,10,10
train,054180076,22,23,20
train,054180077,10,10,10
train,054180079,12,12,11
train,054180087,26,26,25
train,054180091,19,19,19
train,054180096,12,12,12
train,054180111,20,20,20
train,054180123,18,17,17
train,054180126,20,20,19
train,054180130,29,29,29
train,054180174,23,23,19
train,054240002,18,18,17
train,054240025,14,14,14
train,054240038,15,16,13
train,054240039,17,17,15
train,054240048,16,16,15
train,054240053,24,26,24
train,054240079,11,11,9
train,054240091,10,9,9
train,054240093,10,11,10
train,054240094,10,10,10
train,054240097,27,27,22
train,054240099,29,30,28
train,054240109,14,14,13
train,054240115,19,19,18
train,054240116,16,16,16
train,054240117,15,15,13
train,054240125,16,17,15
train,054240126,22,23,20
train,054240138,22,22,22
train,054240152,21,23,21
train,055510024,16,16,16
train,055510029,12,13,11
train,055510046,22,22,21
train,055510061,24,24,23
train,055510067,14,14,14
train,055510070,19,20,18
train,055510078,10,10,10
train,055510079,13,13,12
train,055510084,16,16,16
train,055510088,20,22,20
train,055510093,16,16,15
train,055510096,13,13,12
train,055510100,16,16,15
train,055510110,17,17,17
train,055510122,23,22,20
train,055510130,19,19,18
train,055510143,28,27,26
train,055510156,18,18,18
train,055510164,27,27,26
train,055510165,16,18,15
train,060100004,19,19,18
train,060100009,19,19,19
train,060100031,23,22,21
train,060100034,18,20,18
train,060100037,16,16,16
train,060100041,20,21,20
train,060100047,20,20,20
train,060100066,12,12,12
train,060100081,24,24,24
train,060100092,11,11,10
train,060100100,26,25,22
train,060100101,18,18,17
train,060100105,15,15,15
train,060100124,6,6,6
train,060100128,28,30,28
train,060100132,25,26,25
train,060100147,17,17,16
train,060100154,22,21,19
train,060100159,15,15,13
train,060100164,17,18,17
train,060480005,16,17,16
train,060480008,19,20,17
train,060480012,18,19,17
train,060480018,14,14,14
train,060480037,16,17,16
train,060480050,16,16,16
train,060480082,12,12,12
train,060480084,27,26,23
train,060480090,21,21,20
train,060480094,17,17,17
train,060480102,12,12,12
train,060480104,21,21,21
train,060480131,29,31,29
train,060480134,9,9,9
train,060480135,23,24,22
train,060480145,22,23,22
train,060480147,10,10,10
train,060480148,18,18,17
train,060480168,14,14,14
train,060480169,25,25,25
train,061210013,16,16,15
train,061210031,11,11,11
train,061210059,16,16,16
train,061210060,22,24,21
train,061210063,29,29,27
train,061210068,26,23,23
train,061210069,23,23,21
train,061210071,13,14,13
train,061210075,11,11,10
train,061210086,11,12,10
train,061210095,17,17,17
train,061210109,20,20,18
train,061210128,22,22,20
train,061210129,30,29,28
train,061210140,13,13,11
train,061210141,22,22,21
train,061210142,11,11,11
train,061210147,22,22,22
train,061210148,16,16,14
train,061210174,23,23,22
train,064010049,12,13,12
train,064010056,23,24,23
train,064010057,13,14,13
train,064010066,14,16,12
train,064010067,19,19,19
train,064010086,18,17,16
train,064010092,16,16,15
train,064010093,19,19,19
train,064010103,13,13,13
train,064010107,16,16,14
train,064010109,11,11,11
train,064010120,13,13,13
train,064010123,16,17,16
train,064010135,15,15,15
train,064010141,17,17,17
train,064010150,33,34,30
train,064010161,31,32,30
train,064010172,18,19,18
train,064010173,20,20,16
train,065040005,31,31,27
train,065040007,16,16,15
train,065040009,29,30,29
train,065040011,17,17,15
train,065040028,27,27,25
train,065040042,16,16,14
train,065040044,20,21,19
train,065040045,19,19,18
train,065040049,19,21,18
train,065040077,20,21,19
train,065040112,13,13,12
train,065040118,17,17,15
train,065040124,17,17,17
train,065040125,15,16,14
train,065040126,12,12,12
train,065040127,15,15,15
train,065040133,24,25,23
train,065040134,17,17,17
train,065040137,17,17,16
train,065040160,13,13,13
train,069120003,28,28,27
train,069120014,12,12,10
train,069120020,18,19,16
train,069120025,14,14,13
train,069120052,16,16,15
train,069120059,18,19,17
train,069120061,13,13,13
train,069120072,14,14,14
train,069120083,16,16,16
train,069120087,15,15,15
train,069120092,17,17,17
train,069120093,24,24,22
train,069120094,20,20,20
train,069120106,17,17,17
train,069120121,24,24,23
train,069120123,10,10,10
train,069120140,23,23,23
train,069120151,17,17,16
train,069120165,18,18,17
train,069120170,23,23,22
train,070010001,12,12,10
train,070010002,25,25,24
train,070010003,24,23,21
train,070010004,31,32,29
train,070010005,42,41,36
train,070010006,33,34,29
train,070010007,14,14,14
train,070010008,24,24,22
train,070010009,21,22,19
train,070010010,24,25,23
train,070010011,22,23,21
train,070010012,23,22,21
train,070010013,12,12,11
train,070010014,26,27,23
train,070010015,30,31,30
train,070010016,24,25,23
train,070010017,19,20,17
train,070010018,22,23,20
train,070010019,23,23,22
train,070010020,20,20,19
train,075510004,24,24,22
train,075510010,22,24,21
train,075510017,17,18,17
train,075510036,23,22,21
train,075510038,20,20,19
train,075510041,14,14,13
train,075510057,15,15,15
train,075510076,23,24,22
train,075510086,20,20,18
train,075510090,31,31,29
train,075510091,23,23,23
train,075510099,19,16,16
train,075510129,22,23,22
train,075510131,29,29,27
train,075510137,18,18,18
train,075510142,27,27,26
train,075510144,36,36,35
train,075510163,23,23,23
train,075510165,21,22,21
train,075510167,23,23,23
train,080020001,25,24,23
train,080020002,19,19,18
train,080020003,39,39,37
train,080020004,14,14,12
train,080020005,12,11,9
train,080020006,15,14,13
train,080020007,13,13,13
train,080020008,19,19,18
train,080020009,31,30,28
train,080020010,21,22,20
train,080020011,24,25,24
train,080020012,20,22,20
train,080020013,21,21,20
train,080020014,13,13,12
train,080020015,14,15,13
train,080020016,15,14,13
train,080020017,18,19,18
train,080020018,19,19,18
train,080020019,23,23,20
train,080020020,21,21,17
train,080570004,17,18,16
train,080570009,16,16,15
train,080570013,18,18,17
train,080570014,21,21,21
train,080570031,24,24,22
train,080570053,18,18,18
train,080570067,20,21,19
train,080570071,23,24,21
train,080570072,34,34,34
train,080570080,26,27,23
train,080570081,15,15,14
train,080570087,13,13,13
train,080570089,21,22,21
train,080570102,28,29,26
train,080570127,20,20,19
train,080570138,16,16,14
train,080570143,33,34,31
train,080570144,25,27,23
train,080570146,23,24,22
train,080570157,18,18,18
train,085850006,22,22,21
train,085850024,15,15,14
train,085850039,24,25,23
train,085850042,23,24,21
train,085850044,16,16,15
train,085850046,12,12,12
train,085850056,23,22,22
train,085850075,18,18,18
train,085850088,17,17,16
train,085850092,25,25,25
train,085850094,17,17,17
train,085850101,13,13,13
train,085850108,27,28,23
train,085850112,17,17,14
train,085850119,15,16,14
train,085850120,15,15,14
train,085850138,23,23,22
train,085850146,15,15,13
train,085850161,27,26,25
train,085850170,28,28,26
train,090340002,27,27,25
train,090340007,21,21,21
train,090340021,22,24,21
train,090340032,26,26,26
train,090340039,28,28,25
train,090340041,23,23,23
train,090340043,36,37,36
train,090340054,19,17,17
train,090340071,13,13,12
train,090340085,16,16,16
train,090340088,13,13,12
train,090340090,27,27,26
train,090340108,12,12,12
train,090340114,25,26,23
train,090340126,25,25,24
train,090340131,19,19,18
train,090340155,29,29,29
train,090340158,16,16,15
train,090340164,19,19,19
train,090340168,37,38,34
train,090700006,17,17,16
train,090700008,21,22,21
train,090700019,15,16,15
train,090700042,26,26,24
train,090700045,25,26,24
train,090700047,12,13,11
train,090700054,19,20,19
train,090700055,25,26,23
train,090700057,26,28,24
train,090700059,23,23,22
train,090700065,29,30,28
train,090700081,22,23,21
train,090700082,17,17,16
train,090700108,20,20,18
train,090700111,26,26,24
train,090700117,27,28,25
train,090700127,22,22,21
train,090700148,25,27,24
train,090700164,30,30,26
train,090700172,32,33,29
train,095560005,23,23,20
train,095560008,25,26,24
train,095560010,13,13,12
train,095560017,20,20,19
train,095560031,26,26,26
train,095560037,20,19,17
train,095560051,30,30,29
train,095560054,16,17,15
train,095560069,24,22,18
train,095560080,28,29,26
train,095560083,30,30,29
train,095560108,15,15,14
train,095560115,17,18,17
train,095560129,19,19,18
train,095560133,29,29,27
train,095560150,23,24,18
train,095560153,22,23,21
train,095560163,11,11,11
train,095560164,22,23,21
train,095560170,15,16,15
train,096000002,27,27,27
train,096000003,21,22,20
train,096000004,26,26,23
train,096000005,24,24,22
train,096000006,23,24,20
train,096000007,27,28,27
train,096000008,31,30,27
train,096000009,19,21,17
train,096000010,20,20,20
train,096000011,18,18,18
train,096000012,27,27,25
train,096000013,15,14,14
train,096000014,18,18,17
train,096000015,27,27,24
train,096000016,30,31,27
train,096000017,26,26,22
train,096000018,30,31,25
train,096000020,23,23,19
train,096000021,31,31,28
train,096000022,20,20,19
train,096040001,28,27,27
train,096040002,26,25,25
train,096040004,12,13,12
train,096040005,23,23,21
train,096040006,28,25,25
train,096040007,24,24,21
train,096040008,15,15,15
train,096040009,13,13,12
train,096040010,28,25,23
train,096040011,24,24,19
train,096040012,18,19,15
train,096040014,27,27,25
train,096040015,15,14,13
train,096040016,31,30,28
train,096040018,25,24,23
train,096040019,26,26,25
train,096040021,23,24,23
train,096040023,27,27,24
train,096040024,22,23,20
train,096040025,23,23,23
train,096060001,25,26,21
train,096060002,13,13,13
train,096060003,16,16,15
train,096060004,12,11,11
train,096060005,17,17,17
train,096060006,27,26,23
train,096060007,13,13,13
train,096060008,22,25,19
train,096060009,26,28,24
train,096060010,28,30,28
train,096060011,21,21,20
train,096060012,13,14,13
train,096060013,13,14,13
train,096060014,16,16,15
train,096060015,25,24,23
train,096060016,29,29,29
train,096060017,26,25,22
train,096060019,16,16,15
train,096060020,19,19,18
train,096060022,22,21,18
train,096070002,24,24,23
train,096070003,22,24,21
train,096070005,29,30,27
train,096070006,17,17,16
train,096070007,20,20,17
train,096070008,25,24,23
train,096070011,23,23,23
train,096070012,12,13,11
train,096070013,29,30,29
train,096070014,29,29,29
train,096070015,28,28,26
train,096070016,15,15,14
train,096070017,23,23,23
train,096070018,23,23,22
train,096070019,15,15,14
train,096070020,27,29,27
train,096070021,24,24,24
train,096070022,20,20,18
train,096070023,25,23,20
train,096070024,25,25,24
train,096090001,28,28,25
train,096090003,20,20,20
train,096090005,28,29,25
train,096090006,20,21,18
train,096090007,23,23,20
train,096090008,20,21,18
train,096090010,26,25,24
train,096090011,24,23,20
train,096090014,20,19,19
train,096090015,17,16,14
train,096090017,28,28,27
train,096090018,14,12,10
train,096090019,25,26,24
train,096090020,25,25,21
train,096090021,20,21,17
train,096090023,24,23,19
train,096090024,26,26,24
train,096090025,28,28,27
train,096090026,16,16,14
train,096090027,29,28,25
train,096110001,29,28,25
train,096110002,20,20,19
train,096110003,14,13,12
train,096110004,12,11,10
train,096110005,19,20,19
train,096110006,22,21,15
train,096110008,12,12,12
train,096110009,18,18,16
train,096110011,29,30,27
train,096110012,21,20,20
train,096110013,12,12,11
train,096110014,28,26,24
train,096110015,28,28,27
train,096110016,29,28,25
train,096110017,32,32,31
train,096110018,21,21,19
train,096110019,26,27,24
train,096110021,22,21,19
train,096110022,18,19,15
train,096110023,34,35,33
train,096130001,17,17,15
train,096130002,17,17,16
train,096130003,19,19,17
train,096130004,14,13,11
train,096130005,25,26,23
train,096130006,13,13,13
train,096130007,24,25,24
train,096130008,13,12,11
train,096130009,26,26,23
train,096130010,13,13,13
train,096130011,15,14,13
train,096130012,13,13,12
train,096130013,27,27,26
train,096130014,38,35,32
train,096130016,21,20,18
train,096130017,22,23,19
train,096130018,29,29,27
train,096130019,18,16,15
train,096130020,22,22,22
train,096130021,13,13,13
train,096140002,28,30,27
train,096140003,25,25,24
train,096140004,32,33,31
train,096140005,16,16,13
train,096140006,14,13,13
train,096140007,28,29,26
train,096140008,17,17,16
train,096140009,13,13,11
train,096140010,14,14,14
train,096140011,27,28,25
train,096140012,19,18,16
train,096140014,21,23,20
train,096140015,28,27,26
train,096140016,34,32,28
train,096140017,23,22,20
train,096140018,22,21,19
train,096140019,19,19,17
train,096140020,24,24,24
train,096140021,15,15,14
train,096140022,27,30,22
train,096150003,20,19,16
train,096150005,28,26,25
train,096150006,34,34,33
train,096150007,26,26,26
train,096150009,24,24,23
train,096150010,30,30,29
train,096150011,26,26,25
train,096150012,30,30,29
train,096150013,23,25,22
train,096150016,24,20,20
train,096150017,18,18,17
train,096150018,24,25,23
train,096150019,19,19,18
train,096150020,26,26,24
train,096150021,26,26,24
train,096150024,29,29,26
train,096150025,29,29,26
train,096150026,28,30,26
train,096150027,17,17,16
train,096150028,21,21,20
train,096160001,17,17,16
train,096160002,14,14,14
train,096160003,13,13,13
train,096160004,21,21,21
train,096160005,17,17,16
train,096160006,27,28,25
train,096160007,21,21,21
train,096160008,27,27,25
train,096160009,26,25,25
train,096160010,19,21,19
train,096160011,29,28,26
train,096160012,24,25,23
train,096160013,21,21,21
train,096160014,24,23,20
train,096160015,19,19,18
train,096160016,15,15,15
train,096160017,29,30,27
train,096160018,30,30,27
train,096160019,19,20,18
train,096160020,24,25,23
train,096190001,18,16,13
train,096190002,14,15,13
train,096190003,18,18,16
train,096190004,23,22,21
train,096190005,27,28,23
train,096190006,16,16,16
train,096190007,27,28,25
train,096190008,20,20,16
train,096190009,27,26,22
train,096190010,15,15,14
train,096190011,12,12,11
train,096190012,25,26,24
train,096190013,25,24,24
train,096190014,28,29,28
train,096190015,27,28,25
train,096190016,26,24,22
train,096190017,20,21,18
train,096190019,30,30,28
train,096190020,14,14,13
train,096190021,11,11,11
train,096240001,14,14,14
train,096240002,19,18,15
train,096240003,17,17,16
train,096240004,14,13,12
train,096240005,25,26,25
train,096240006,30,30,25
train,096240007,28,28,28
train,096240008,21,20,20
train,096240009,18,18,17
train,096240010,23,23,23
train,096240011,13,13,13
train,096240012,37,36,35
train,096240013,11,11,10
train,096240014,27,27,24
train,096240015,27,27,26
train,096240016,12,12,12
train,096240017,21,21,21
train,096240019,24,24,24
train,096240020,14,14,13
train,096240021,30,31,28
train,096250001,17,16,16
train,096250002,27,26,24
train,096250003,14,14,12
train,096250004,12,12,11
train,096250005,20,20,20
train,096250007,18,18,17
train,096250008,14,14,13
train,096250009,20,21,20
train,096250010,18,18,17
train,096250011,21,22,20
train,096250012,21,21,18
train,096250013,16,17,16
train,096250014,23,23,23
train,096250015,12,14,10
train,096250016,14,14,13
train,096250017,15,16,15
train,096250018,22,22,22
train,096250020,26,27,25
train,096250021,27,27,26
train,096250023,14,14,13
train,096280011,19,18,17
train,096280012,14,14,13
train,096280013,27,29,23
train,096280014,20,20,20
train,096280015,18,18,17
train,096280016,14,14,13
train,096280017,21,23,20
train,096280018,22,22,19
train,096280019,12,12,10
train,096280020,23,23,21
train,096280021,16,15,15
train,096280022,22,21,18
train,096280023,22,22,21
train,096280024,29,29,28
train,096280025,17,18,17
train,096280026,17,17,17
train,096280027,15,15,14
train,096280028,16,16,14
train,096280029,17,17,16
train,096280030,21,20,18
train,096300001,22,22,19
train,096300002,13,13,13
train,096300003,15,14,13
train,096300004,25,25,21
